Subject1,Subject2,Subject3,Subject4,Subject5,Subject6,Day,Subject
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,107,108,,
101,102,103,104,108,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,107,105,,
101,102,103,104,105,107,,
101,102,103,104,105,107,,
101,102,103,104,107,105,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
101,102,103,104,108,106,,
101,102,103,104,106,108,,
101,102,103,104,106,108,,
101,102,103,104,108,106,,
